"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.526997673E0,3.016786277E-1,-1.217967606E1,9.194015265E-1,1.221805295E1
2.528997406E0,3.064671755E-1,-1.217967606E1,9.289786220E-1,1.221889652E1
2.530997139E0,3.136500120E-1,-1.219643593E1,9.409499764E-1,1.223669941E1
2.532996839E0,2.968900800E-1,-1.221080112E1,9.313728809E-1,1.224986789E1
2.534996572E0,2.921015322E-1,-1.222277260E1,9.265843630E-1,1.226132341E1
2.536996305E0,2.992843390E-1,-1.222995567E1,9.385557175E-1,1.226956697E1
2.538996038E0,2.944957912E-1,-1.222756100E1,9.433442950E-1,1.226743144E1
2.540995771E0,2.968900800E-1,-1.222277260E1,9.409499764E-1,1.226253239E1
2.542995571E0,2.897072434E-1,-1.222995567E1,9.409499764E-1,1.226952048E1
2.544995304E0,2.873129845E-1,-1.223953247E1,9.481328130E-1,1.227956268E1
2.546995037E0,2.897072434E-1,-1.224192715E1,9.481328130E-1,1.228200580E1
2.548994770E0,2.921015322E-1,-1.222516727E1,9.505270720E-1,1.226554279E1
2.550994503E0,2.921015322E-1,-1.221798420E1,9.361614585E-1,1.225727782E1
2.552994203E0,2.944957912E-1,-1.219883060E1,9.385557175E-1,1.223842648E1
2.554993936E0,2.968900800E-1,-1.218685913E1,9.385557175E-1,1.222655168E1
2.556993669E0,3.112557232E-1,-1.216770458E1,9.553156495E-1,1.220911720E1
2.558993469E0,2.921015322E-1,-1.216291618E1,9.577099085E-1,1.220405923E1
2.560993202E0,2.944957912E-1,-1.215812778E1,9.601042271E-1,1.219953274E1
2.562992935E0,2.944957912E-1,-1.213657856E1,9.553156495E-1,1.217768019E1
2.564992668E0,2.873129845E-1,-1.212221336E1,9.505270720E-1,1.216281659E1
2.566992401E0,2.825244367E-1,-1.211503029E1,9.481328130E-1,1.215535827E1
2.568992134E0,2.825244367E-1,-1.209108734E1,9.601042271E-1,1.213243641E1
2.570991867E0,2.921015322E-1,-1.206953907E1,9.696813226E-1,1.211195189E1
2.572991633E0,2.921015322E-1,-1.206714535E1,9.744698405E-1,1.210995093E1
2.574991433E0,2.968900800E-1,-1.205517387E1,9.792584181E-1,1.209852503E1
2.576991166E0,2.992843390E-1,-1.201686573E1,9.696813226E-1,1.205963992E1
2.578990899E0,2.968900800E-1,-1.200728798E1,9.720755816E-1,1.205022984E1
2.580990632E0,3.040728867E-1,-1.198095131E1,9.768640995E-1,1.202455480E1
2.582990365E0,2.873129845E-1,-1.196897984E1,9.744698405E-1,1.201201975E1
2.584990098E0,2.992843390E-1,-1.196179676E1,9.624984860E-1,1.200418911E1
2.586989831E0,2.897072434E-1,-1.192588329E1,9.624984860E-1,1.196816719E1
2.588989631E0,2.873129845E-1,-1.189236259E1,9.577099085E-1,1.193432215E1
2.590989431E0,2.873129845E-1,-1.187081432E1,9.481328130E-1,1.191208367E1
2.592989164E0,2.849186957E-1,-1.186363125E1,9.433442950E-1,1.190448754E1
2.594988897E0,2.897072434E-1,-1.184208298E1,9.361614585E-1,1.188256108E1
2.596988630E0,2.897072434E-1,-1.181095791E1,9.337671995E-1,1.185135343E1
2.598988363E0,2.921015322E-1,-1.180138016E1,9.409499764E-1,1.184243572E1
2.600988096E0,2.849186957E-1,-1.176067829E1,9.577099085E-1,1.180304795E1
2.602987829E0,2.849186957E-1,-1.172476387E1,9.457385540E-1,1.176629457E1
2.604987629E0,2.825244367E-1,-1.171518707E1,9.337671995E-1,1.175573687E1
2.606987362E0,2.873129845E-1,-1.167927265E1,9.217957854E-1,1.171911541E1
2.608987095E0,2.897072434E-1,-1.162899303E1,9.289786220E-1,1.166963627E1
2.610986828E0,2.849186957E-1,-1.160505009E1,9.337671995E-1,1.164604170E1
2.612986594E0,2.753416002E-1,-1.158110714E1,9.122186899E-1,1.162024090E1
2.614986327E0,2.825244367E-1,-1.153561592E1,9.146129489E-1,1.157526551E1
2.616986060E0,2.825244367E-1,-1.150927925E1,9.146129489E-1,1.154901926E1
2.618985793E0,2.944957912E-1,-1.146378803E1,9.122186899E-1,1.150379532E1
2.620985593E0,2.777358890E-1,-1.141350842E1,9.074301720E-1,1.145289226E1
2.622985326E0,2.729473412E-1,-1.138717079E1,9.050358534E-1,1.142634013E1
2.624985059E0,2.753416002E-1,-1.134167957E1,9.098244309E-1,1.138144494E1
2.626984792E0,2.705530524E-1,-1.128182316E1,8.954587579E-1,1.132053793E1
2.628984525E0,2.705530524E-1,-1.125788021E1,8.786988258E-1,1.129536088E1
2.630984258E0,2.705530524E-1,-1.121478367E1,8.739103079E-1,1.125203497E1
2.632983991E0,2.633702159E-1,-1.115732098E1,8.810931444E-1,1.119515522E1
2.634983724E0,2.561874092E-1,-1.108788681E1,8.667274714E-1,1.112466100E1
2.636983524E0,2.633702159E-1,-1.105436707E1,8.571503758E-1,1.109067635E1
2.638983257E0,2.537931204E-1,-1.099929810E1,8.643332124E-1,1.103612439E1
2.640982990E0,2.490045726E-1,-1.095620155E1,8.499675393E-1,1.099194253E1
2.642982723E0,2.537931204E-1,-1.092986488E1,8.379961848E-1,1.096488007E1
2.644982456E0,2.657645047E-1,-1.088437366E1,8.475732803E-1,1.092055865E1
2.646982189E0,2.466102988E-1,-1.082451630E1,8.427847624E-1,1.086007624E1
2.648981922E0,2.466102988E-1,-1.079817963E1,8.356019258E-1,1.083326961E1
2.650981655E0,2.490045726E-1,-1.075508213E1,8.140534163E-1,1.078871994E1
2.652981455E0,2.370332032E-1,-1.069043732E1,8.068706393E-1,1.072346376E1
2.654981188E0,2.346389294E-1,-1.065931129E1,8.020820618E-1,1.069202078E1
2.656980921E0,2.346389294E-1,-1.061621475E1,7.948992252E-1,1.064851801E1
2.658980654E0,2.394274771E-1,-1.056114578E1,7.877163887E-1,1.059318757E1
2.660980387E0,2.418217510E-1,-1.053241444E1,7.853221297E-1,1.056441965E1
2.662980120E0,2.466102988E-1,-1.047255802E1,7.877163887E-1,1.050503619E1
2.664979853E0,2.490045726E-1,-1.043903828E1,7.781392932E-1,1.047096100E1
2.666979653E0,2.466102988E-1,-1.040791225E1,7.733507752E-1,1.043951750E1
2.668979453E0,2.490045726E-1,-1.035523891E1,7.661679387E-1,1.038652924E1
2.670979186E0,2.537931204E-1,-1.028580475E1,7.685621977E-1,1.031760041E1
2.672978919E0,2.537931204E-1,-1.022115898E1,7.661679387E-1,1.025297592E1
2.674978652E0,2.466102988E-1,-1.019242764E1,7.565908432E-1,1.022344499E1
2.676978385E0,2.274561077E-1,-1.013735962E1,7.470137477E-1,1.016739032E1
2.678978118E0,2.370332032E-1,-1.006313705E1,7.398309112E-1,1.009307990E1
2.680977851E0,2.250618339E-1,-1.003201103E1,7.398309112E-1,1.006177161E1
2.682977651E0,2.298503816E-1,-9.960183144E0,7.350423932E-1,9.989913251E0
2.684977384E0,2.298503816E-1,-9.909903526E0,7.110996246E-1,9.938042150E0
2.686977117E0,2.274561077E-1,-9.883566856E0,7.087053657E-1,9.911553530E0
2.688976850E0,2.370332032E-1,-9.802161217E0,7.110996246E-1,9.830778806E0
2.690976583E0,2.490045726E-1,-9.735121727E0,7.182824612E-1,9.764759496E0
2.692976316E0,2.466102988E-1,-9.699207306E0,7.087053657E-1,9.728191111E0
2.694976049E0,2.370332032E-1,-9.646533012E0,6.919454336E-1,9.674222056E0
2.696975782E0,2.274561077E-1,-9.572310448E0,6.799740195E-1,9.599126432E0
2.698975582E0,2.250618339E-1,-9.541185379E0,6.727912426E-1,9.567524200E0
2.700975348E0,2.202732861E-1,-9.486116409E0,6.775797606E-1,9.512835496E0
2.702975114E0,2.322446555E-1,-9.399923325E0,6.680026650E-1,9.426490527E0
2.704974880E0,2.394274771E-1,-9.356825829E0,6.584255695E-1,9.383018668E0
2.706974646E0,2.394274771E-1,-9.301757812E0,6.751855016E-1,9.329303263E0
2.708974412E0,2.202732861E-1,-9.237112045E0,6.632141471E-1,9.263509716E0
2.710974178E0,2.226675600E-1,-9.186832428E0,6.656084061E-1,9.213604368E0
2.712973944E0,2.250618339E-1,-9.153312683E0,6.703969240E-1,9.180589193E0
2.714973777E0,2.370332032E-1,-9.088666916E0,6.656084061E-1,9.116089381E0
2.716973543E0,2.322446555E-1,-9.033598900E0,6.584255695E-1,9.060539217E0
2.718973309E0,2.370332032E-1,-9.000079155E0,6.560313106E-1,9.027069658E0
2.720973075E0,2.298503816E-1,-8.933039665E0,6.464542150E-1,8.959348855E0
2.722972875E0,2.418217510E-1,-8.877970695E0,6.416656375E-1,8.904413300E0
2.724972641E0,2.442160249E-1,-8.842057228E0,6.344828010E-1,8.868155722E0
2.726972407E0,2.298503816E-1,-8.786988258E0,6.368771195E-1,8.813036158E0
2.728972173E0,2.202732861E-1,-8.755863190E0,6.296942830E-1,8.781239970E0
2.730972006E0,2.226675600E-1,-8.731920242E0,6.296942830E-1,8.757426954E0
2.732971772E0,2.202732861E-1,-8.676852226E0,6.153286099E-1,8.701431731E0
2.734971538E0,2.298503816E-1,-8.614601135E0,6.201171875E-1,8.639949609E0
2.736971304E0,2.322446555E-1,-8.588263512E0,6.177229285E-1,8.613581679E0
2.738971070E0,2.178790122E-1,-8.540378571E0,6.105400920E-1,8.564945802E0
2.740970836E0,2.011190802E-1,-8.487704277E0,6.129343510E-1,8.512183110E0
2.742970602E0,2.011190802E-1,-8.456578255E0,6.201171875E-1,8.481669057E0
2.744970435E0,2.106961906E-1,-8.399115562E0,6.201171875E-1,8.424611590E0
2.746970268E0,1.987248063E-1,-8.356019020E0,6.009629965E-1,8.379958349E0
2.748970034E0,2.106961906E-1,-8.310527802E0,5.985686779E-1,8.334719533E0
2.750969800E0,2.130904645E-1,-8.286584854E0,5.961744189E-1,8.310735228E0
2.752969566E0,2.059076279E-1,-8.224333763E0,6.057515144E-1,8.249181699E0
2.754969332E0,2.059076279E-1,-8.166871071E0,6.153286099E-1,8.192607054E0
2.756969098E0,2.106961906E-1,-8.140534401E0,6.129343510E-1,8.166295472E0
2.758968864E0,2.178790122E-1,-8.099831581E0,6.105400920E-1,8.125730866E0
2.760968664E0,2.202732861E-1,-8.049551964E0,6.081457734E-1,8.075496791E0
2.762968464E0,2.250618339E-1,-8.016032219E0,6.057515144E-1,8.042037072E0
2.764968197E0,2.059076279E-1,-7.946598053E0,6.129343510E-1,7.972860659E0
2.766967930E0,2.011190802E-1,-7.884346962E0,5.961744189E-1,7.909412105E0
2.768967663E0,2.130904645E-1,-7.867587090E0,5.937801600E-1,7.892839099E0
2.770967396E0,2.083019018E-1,-7.841249943E0,6.009629965E-1,7.867003678E0
2.772967129E0,2.106961906E-1,-7.790970325E0,5.937801600E-1,7.816404952E0
2.774966862E0,2.106961906E-1,-7.771816254E0,5.865973234E-1,7.796769663E0
2.776966662E0,1.843591630E-1,-7.735901833E0,6.057515144E-1,7.761771728E0
2.778966395E0,1.915419847E-1,-7.719141960E0,6.129343510E-1,7.745807218E0
2.780966128E0,2.059076279E-1,-7.683228016E0,6.153286099E-1,7.710578447E0
2.782965828E0,2.059076279E-1,-7.654496670E0,6.009629965E-1,7.680812050E0
2.784965561E0,2.154847383E-1,-7.606611252E0,5.818088055E-1,7.631871978E0
2.786965294E0,2.059076279E-1,-7.587456703E0,6.009629965E-1,7.614003789E0
2.788965027E0,2.059076279E-1,-7.551542759E0,6.033572555E-1,7.578405899E0
2.790964760E0,2.106961906E-1,-7.525205612E0,6.009629965E-1,7.552103608E0
2.792964560E0,2.059076279E-1,-7.496474266E0,5.985686779E-1,7.523151523E0
2.794964293E0,2.106961906E-1,-7.482108593E0,6.009629965E-1,7.509160965E0
2.796964026E0,2.011190802E-1,-7.462954521E0,6.009629965E-1,7.489812788E0
2.798963759E0,2.083019018E-1,-7.441406250E0,6.057515144E-1,7.468925730E0
2.800963492E0,2.130904645E-1,-7.427040577E0,6.129343510E-1,7.455335525E0
2.802963225E0,2.130904645E-1,-7.405491829E0,6.009629965E-1,7.432891315E0
2.804962958E0,2.083019018E-1,-7.374366283E0,6.033572555E-1,7.401939458E0
2.806962691E0,1.939362586E-1,-7.362394810E0,5.913859010E-1,7.388653862E0
2.808962491E0,2.035133541E-1,-7.350423813E0,5.937801600E-1,7.377175801E0
2.810962224E0,2.035133541E-1,-7.324086666E0,5.865973234E-1,7.350357787E0
2.812961957E0,2.083019018E-1,-7.319298267E0,5.818088055E-1,7.345339903E0
2.814961690E0,2.106961906E-1,-7.309720993E0,5.865973234E-1,7.336246336E0
2.816961423E0,2.059076279E-1,-7.283383846E0,5.913859010E-1,7.310254133E0
2.818961156E0,2.035133541E-1,-7.269018173E0,5.913859010E-1,7.295874188E0
2.820960889E0,2.059076279E-1,-7.259441376E0,6.057515144E-1,7.287579978E0
2.822960622E0,2.154847383E-1,-7.249864101E0,5.913859010E-1,7.277135456E0
2.824960422E0,2.130904645E-1,-7.233104229E0,5.913859010E-1,7.260367871E0
2.826960155E0,2.130904645E-1,-7.201978683E0,5.842030644E-1,7.228775673E0
2.828959888E0,2.011190802E-1,-7.192401409E0,6.033572555E-1,7.220465836E0
2.830959621E0,2.011190802E-1,-7.185218811E0,6.033572555E-1,7.213311183E0
2.832959354E0,2.011190802E-1,-7.185218811E0,5.985686779E-1,7.212912221E0
2.834959087E0,1.963305324E-1,-7.187613010E0,5.961744189E-1,7.214967110E0
2.836958820E0,1.891477108E-1,-7.170853138E0,5.865973234E-1,7.197291713E0
2.838958620E0,1.939362586E-1,-7.166064739E0,5.842030644E-1,7.192453569E0
2.840958420E0,2.011190802E-1,-7.175641537E0,5.937801600E-1,7.202975443E0
2.842958153E0,1.939362586E-1,-7.185218811E0,5.961744189E-1,7.212517215E0
2.844957886E0,1.891477108E-1,-7.178035736E0,6.009629965E-1,7.205631853E0
2.846957619E0,1.747820675E-1,-7.173247337E0,5.985686779E-1,7.200299341E0
2.848957352E0,1.819648892E-1,-7.178035736E0,5.865973234E-1,7.204262951E0
2.850957085E0,1.915419847E-1,-7.180429935E0,5.818088055E-1,7.206508439E0
2.852956818E0,1.939362586E-1,-7.199584484E0,5.818088055E-1,7.225657721E0
2.854956618E0,1.939362586E-1,-7.209161282E0,5.913859010E-1,7.235976433E0
2.856956351E0,1.939362586E-1,-7.216344357E0,6.009629965E-1,7.243921153E0
2.858956084E0,1.867534369E-1,-7.228315830E0,5.937801600E-1,7.255067296E0
2.860955817E0,1.963305324E-1,-7.245075703E0,5.913859010E-1,7.271822667E0
2.862955550E0,1.987248063E-1,-7.254652500E0,5.818088055E-1,7.280657658E0
2.864955283E0,1.963305324E-1,-7.269018173E0,5.842030644E-1,7.295098635E0
2.866955016E0,1.771763414E-1,-7.280989647E0,5.722316504E-1,7.305590377E0
2.868954749E0,1.819648892E-1,-7.314509392E0,5.770202279E-1,7.339489846E0
2.870954549E0,1.819648892E-1,-7.333663940E0,5.842030644E-1,7.359146094E0
2.872954282E0,1.795706153E-1,-7.345634937E0,6.009629965E-1,7.372364259E0
2.874954015E0,1.819648892E-1,-7.362394810E0,5.842030644E-1,7.387777865E0
2.876953748E0,1.771763414E-1,-7.386337757E0,5.889915824E-1,7.411901780E0
2.878953481E0,1.891477108E-1,-7.410280704E0,5.818088055E-1,7.435491810E0
2.880953214E0,1.843591630E-1,-7.429434776E0,5.913859010E-1,7.455214731E0
2.882952947E0,1.843591630E-1,-7.450983047E0,5.865973234E-1,7.476311463E0
2.884952680E0,1.795706153E-1,-7.460560322E0,5.818088055E-1,7.485366217E0
2.886952480E0,1.771763414E-1,-7.498868465E0,5.722316504E-1,7.522756727E0
2.888952213E0,1.819648892E-1,-7.515628815E0,5.698373914E-1,7.539396684E0
2.890951946E0,2.011190802E-1,-7.549148560E0,5.722316504E-1,7.573476211E0
2.892951679E0,1.915419847E-1,-7.565908432E0,5.842030644E-1,7.590846590E0
2.894951412E0,1.819648892E-1,-7.568302631E0,5.865973234E-1,7.593181965E0
2.896951145E0,1.771763414E-1,-7.597033978E0,5.937801600E-1,7.622262892E0
2.898950878E0,1.795706153E-1,-7.625765324E0,5.842030644E-1,7.650218010E0
2.900950611E0,1.867534369E-1,-7.647313595E0,5.865973234E-1,7.672051778E0
2.902950411E0,1.867534369E-1,-7.676044941E0,5.865973234E-1,7.700690826E0
2.904950144E0,1.795706153E-1,-7.711959362E0,5.722316504E-1,7.735244784E0
2.906949877E0,1.747820675E-1,-7.740690231E0,5.770202279E-1,7.764134618E0
2.908949610E0,1.891477108E-1,-7.771816254E0,5.865973234E-1,7.796217106E0
2.910949343E0,1.915419847E-1,-7.814912796E0,5.961744189E-1,7.839960094E0
2.912949076E0,1.915419847E-1,-7.846038342E0,6.033572555E-1,7.871533902E0
2.914948809E0,1.891477108E-1,-7.869981289E0,5.961744189E-1,7.894796152E0
2.916948609E0,1.915419847E-1,-7.920260906E0,6.081457734E-1,7.945883364E0
2.918948409E0,1.771763414E-1,-7.972935200E0,5.961744189E-1,7.997156438E0
2.920948142E0,1.771763414E-1,-7.994483471E0,6.033572555E-1,8.019176853E0
2.922947875E0,1.963305324E-1,-8.035185814E0,5.961744189E-1,8.059663807E0
2.924947608E0,1.987248063E-1,-8.083071709E0,6.009629965E-1,8.107816989E0
2.926947341E0,1.939362586E-1,-8.109408379E0,6.033572555E-1,8.134135203E0
2.928947074E0,1.891477108E-1,-8.171659470E0,6.129343510E-1,8.196797171E0
2.930946807E0,1.819648892E-1,-8.209968567E0,6.033572555E-1,8.234120176E0
2.932946607E0,1.795706153E-1,-8.248276711E0,6.009629965E-1,8.272089870E0
2.934946340E0,1.891477108E-1,-8.315316200E0,6.057515144E-1,8.339496104E0
2.936946073E0,2.154847383E-1,-8.375173569E0,6.009629965E-1,8.399471561E0
2.938945806E0,2.154847383E-1,-8.403904915E0,6.033572555E-1,8.428291136E0
2.940945539E0,2.106961906E-1,-8.447001457E0,6.249057055E-1,8.472705214E0
2.942945272E0,2.106961906E-1,-8.502069473E0,6.177229285E-1,8.527083900E0
2.944945005E0,2.106961906E-1,-8.523618698E0,6.081457734E-1,8.547883357E0
2.946944738E0,2.083019018E-1,-8.581081390E0,6.033572555E-1,8.604788637E0
2.948944538E0,2.035133541E-1,-8.628966331E0,5.985686779E-1,8.652095821E0
2.950944271E0,2.059076279E-1,-8.696005821E0,6.105400920E-1,8.719843714E0
2.952944004E0,2.059076279E-1,-8.719948769E0,6.129343510E-1,8.743888894E0
2.954943737E0,2.154847383E-1,-8.784594536E0,6.249057055E-1,8.809429151E0
2.956943470E0,2.035133541E-1,-8.834874153E0,6.225114465E-1,8.859116180E0
2.958943203E0,2.178790122E-1,-8.856422424E0,6.249057055E-1,8.881114601E0
2.960942936E0,2.106961906E-1,-8.911490440E0,6.201171875E-1,8.935524611E0
2.962942669E0,2.083019018E-1,-8.966559410E0,6.368771195E-1,8.991562145E0
2.964942469E0,2.059076279E-1,-8.985713005E0,6.488484740E-1,9.011461619E0
2.966942202E0,1.963305324E-1,-9.052753448E0,6.392713785E-1,9.077420260E0
2.968941935E0,2.083019018E-1,-9.115004539E0,6.296942830E-1,9.139103475E0
2.970941668E0,2.083019018E-1,-9.146129608E0,6.368771195E-1,9.170642778E0
2.972941401E0,2.178790122E-1,-9.208380699E0,6.368771195E-1,9.232949628E0
2.974941134E0,2.226675600E-1,-9.268238068E0,6.584255695E-1,9.294263927E0
2.976940867E0,2.298503816E-1,-9.308940887E0,6.632141471E-1,9.335366337E0
2.978940600E0,2.346389294E-1,-9.366402626E0,6.680026650E-1,9.393124142E0
2.980940400E0,2.274561077E-1,-9.416683197E0,6.727912426E-1,9.443426643E0
2.982940133E0,2.274561077E-1,-9.447808266E0,6.823683381E-1,9.475148751E0
2.984939866E0,2.226675600E-1,-9.524425507E0,6.775797606E-1,9.551092943E0
2.986939599E0,2.178790122E-1,-9.579493523E0,6.967339516E-1,9.607268374E0
2.988939332E0,2.322446555E-1,-9.639349937E0,7.063110471E-1,9.667982214E0
2.990939065E0,2.394274771E-1,-9.677659035E0,7.015225291E-1,9.706005552E0
2.992938798E0,2.346389294E-1,-9.749486923E0,7.134938836E-1,9.778375336E0
2.994938598E0,2.466102988E-1,-9.802161217E0,7.206767201E-1,9.831711758E0
2.996938398E0,2.513988614E-1,-9.838075638E0,7.230709791E-1,9.867814615E0
2.998938131E0,2.394274771E-1,-9.902720451E0,7.230709791E-1,9.931970071E0
3.000937864E0,2.346389294E-1,-9.967366219E0,7.326480746E-1,9.997010451E0
3.002937597E0,2.346389294E-1,-1.000567436E1,7.326480746E-1,1.003520543E1
3.004937330E0,2.322446555E-1,-1.005356026E1,7.470137477E-1,1.008394967E1
3.006937063E0,2.490045726E-1,-1.011341667E1,7.470137477E-1,1.014402433E1
3.008936796E0,2.418217510E-1,-1.014933109E1,7.470137477E-1,1.017965760E1
3.010936596E0,2.250618339E-1,-1.021876526E1,7.613793612E-1,1.024956169E1
3.012936396E0,2.322446555E-1,-1.028101635E1,7.637736797E-1,1.031196320E1
3.014936129E0,2.418217510E-1,-1.030495834E1,7.709565163E-1,1.033658639E1
3.016935862E0,2.466102988E-1,-1.036960411E1,7.829278708E-1,1.040204221E1
3.018935595E0,2.585816681E-1,-1.043903828E1,7.805336118E-1,1.047137132E1
3.020935328E0,2.561874092E-1,-1.045819283E1,7.781392932E-1,1.049023021E1
3.022935061E0,2.657645047E-1,-1.050847244E1,7.972934842E-1,1.054202546E1
3.024934794E0,2.705530524E-1,-1.056354046E1,8.044763207E-1,1.059758313E1
3.026934594E0,2.825244367E-1,-1.058987713E1,8.140534163E-1,1.062487650E1
3.028934327E0,2.777358890E-1,-1.063536835E1,8.188419938E-1,1.067045919E1
3.030934060E0,2.657645047E-1,-1.069283104E1,8.260248303E-1,1.072798133E1
3.032933793E0,2.585816681E-1,-1.074790001E1,8.356019258E-1,1.078343404E1
3.034933526E0,2.513988614E-1,-1.076705360E1,8.356019258E-1,1.080235508E1
3.036933259E0,2.609759569E-1,-1.081015110E1,8.332076073E-1,1.084535431E1
3.038932992E0,2.585816681E-1,-1.087958431E1,8.499675393E-1,1.091579883E1
3.040932725E0,2.633702159E-1,-1.092028713E1,8.451790214E-1,1.095611074E1
3.042932525E0,2.729473412E-1,-1.096577835E1,8.523618579E-1,1.100224140E1
3.044932258E0,2.633702159E-1,-1.100648117E1,8.643332124E-1,1.104350775E1
3.046931991E0,2.537931204E-1,-1.103042412E1,8.667274714E-1,1.106733408E1
3.048931724E0,2.633702159E-1,-1.108309841E1,8.834874034E-1,1.112137511E1
3.050931457E0,2.609759569E-1,-1.113816643E1,8.906702399E-1,1.117676846E1
3.052931190E0,2.609759569E-1,-1.116450310E1,8.954587579E-1,1.120339610E1
3.054930923E0,2.657645047E-1,-1.122196579E1,8.882759809E-1,1.126020343E1
3.056930656E0,2.633702159E-1,-1.127224541E1,9.002473354E-1,1.131120355E1
3.058930456E0,2.633702159E-1,-1.129858303E1,9.098244309E-1,1.133821515E1
3.060930189E0,2.705530524E-1,-1.135125732E1,9.074301720E-1,1.139068353E1
3.062929922E0,2.753416002E-1,-1.140871906E1,8.978530765E-1,1.144730640E1
3.064929655E0,2.705530524E-1,-1.143505669E1,8.930644989E-1,1.147306779E1
3.066929388E0,2.657645047E-1,-1.148054790E1,9.050358534E-1,1.151923178E1
3.068929121E0,2.729473412E-1,-1.153082752E1,9.146129489E-1,1.157026363E1
3.070928854E0,2.777358890E-1,-1.157392406E1,9.194015265E-1,1.161370547E1
3.072928587E0,2.777358890E-1,-1.159786701E1,9.241901040E-1,1.163794586E1
3.074928387E0,2.849186957E-1,-1.164575291E1,9.361614585E-1,1.168679330E1
3.076928120E0,2.897072434E-1,-1.167927265E1,9.409499764E-1,1.172069652E1
3.078927853E0,2.873129845E-1,-1.170321560E1,9.289786220E-1,1.174354314E1
3.080927586E0,2.944957912E-1,-1.174391747E1,9.241901040E-1,1.178390651E1
3.082927319E0,2.681587934E-1,-1.177025509E1,9.194015265E-1,1.180915379E1
3.084927052E0,2.657645047E-1,-1.179180336E1,9.289786220E-1,1.183132531E1
3.086926785E0,2.777358890E-1,-1.181095791E1,9.385557175E-1,1.185144509E1
3.088926585E0,2.753416002E-1,-1.184687138E1,9.265843630E-1,1.188624133E1
3.090926385E0,2.729473412E-1,-1.186123753E1,9.289786220E-1,1.190069146E1
3.092926118E0,2.873129845E-1,-1.188518047E1,9.217957854E-1,1.192433525E1
3.094925851E0,2.705530524E-1,-1.191870022E1,9.385557175E-1,1.195865798E1
3.096925584E0,2.729473412E-1,-1.192109394E1,9.337671995E-1,1.196072331E1
3.098925317E0,2.873129845E-1,-1.195221996E1,9.385557175E-1,1.199245586E1
3.100925050E0,2.992843390E-1,-1.197616291E1,9.361614585E-1,1.201642407E1
3.102924783E0,2.968900800E-1,-1.198573971E1,9.337671995E-1,1.202572332E1
3.104924649E0,2.825244367E-1,-1.200010490E1,9.385557175E-1,1.204006747E1
3.106924415E0,2.849186957E-1,-1.202644253E1,9.457385540E-1,1.206693499E1
3.108924181E0,2.825244367E-1,-1.205756760E1,9.529213905E-1,1.209846336E1
3.110923947E0,2.849186957E-1,-1.206235695E1,9.433442950E-1,1.210254239E1
3.112923713E0,2.657645047E-1,-1.208869362E1,9.433442950E-1,1.212835696E1
3.114923479E0,2.801301479E-1,-1.211742496E1,9.361614585E-1,1.215676186E1
3.116923245E0,2.777358890E-1,-1.212460804E1,9.289786220E-1,1.216331610E1
3.118923011E0,2.753416002E-1,-1.213179016E1,9.217957854E-1,1.216987481E1
3.120922844E0,2.849186957E-1,-1.214855003E1,9.122186899E-1,1.218608180E1
3.122922610E0,2.921015322E-1,-1.214855003E1,9.265843630E-1,1.218733563E1
3.124922376E0,2.849186957E-1,-1.216530991E1,9.265843630E-1,1.220387243E1
3.126922142E0,2.897072434E-1,-1.216291618E1,9.289786220E-1,1.220178109E1
3.128921908E0,2.801301479E-1,-1.217249298E1,9.337671995E-1,1.221146918E1
3.130921674E0,2.705530524E-1,-1.218446445E1,9.361614585E-1,1.222336988E1
3.132921440E0,2.825244367E-1,-1.219883060E1,9.361614585E-1,1.223796088E1
3.134921206E0,2.777358890E-1,-1.221080112E1,9.265843630E-1,1.224905547E1
3.136921039E0,2.825244367E-1,-1.222516727E1,9.217957854E-1,1.226312531E1
3.138920805E0,2.801301479E-1,-1.223713875E1,8.954587579E-1,1.227305520E1
3.140920571E0,2.705530524E-1,-1.223235035E1,8.978530765E-1,1.226824088E1
3.142920337E0,2.681587934E-1,-1.223713875E1,9.194015265E-1,1.227455796E1
3.144920103E0,2.777358890E-1,-1.224432182E1,9.146129489E-1,1.228157445E1
3.146919869E0,2.633702159E-1,-1.224671555E1,9.002473354E-1,1.228258323E1
3.148919635E0,2.681587934E-1,-1.223235035E1,9.098244309E-1,1.226907025E1
3.150919401E0,2.681587934E-1,-1.225629234E1,9.074301720E-1,1.229276375E1
3.152919234E0,2.729473412E-1,-1.223953247E1,8.810931444E-1,1.227424053E1
3.154919000E0,2.657645047E-1,-1.222037888E1,9.050358534E-1,1.225672797E1
3.156918766E0,2.753416002E-1,-1.220601273E1,9.098244309E-1,1.224297105E1
3.158918532E0,2.777358890E-1,-1.220840740E1,8.667274714E-1,1.224228594E1
3.160918298E0,2.753416002E-1,-1.218925285E1,8.810931444E-1,1.222415736E1
3.162918064E0,2.705530524E-1,-1.215573311E1,8.930644989E-1,1.219149747E1
3.164917764E0,2.729473412E-1,-1.213897324E1,8.571503758E-1,1.217225855E1
3.166917564E0,2.729473412E-1,-1.213418484E1,8.619389534E-1,1.216782153E1
3.168917364E0,2.705530524E-1,-1.210066509E1,8.930644989E-1,1.213659173E1
3.170917097E0,2.609759569E-1,-1.209348202E1,8.427847624E-1,1.212562171E1
3.172916830E0,2.681587934E-1,-1.207911682E1,8.451790214E-1,1.211161838E1
