"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.472214500E-1,2.585816681E-1,-1.110704041E1,9.529213905E-1,1.115084168E1
6.492211830E-1,2.609759569E-1,-1.116450310E1,9.577099085E-1,1.120854344E1
6.512209830E-1,2.466102988E-1,-1.121717739E1,9.624984860E-1,1.126109624E1
6.532207830E-1,2.585816681E-1,-1.124351406E1,9.577099085E-1,1.128719102E1
6.552205160E-1,2.657645047E-1,-1.129379463E1,9.577099085E-1,1.133744399E1
6.572202490E-1,2.657645047E-1,-1.134167957E1,9.529213905E-1,1.138474354E1
6.592199820E-1,2.753416002E-1,-1.137041092E1,9.601042271E-1,1.141419544E1
6.612197150E-1,2.873129845E-1,-1.141829681E1,9.696813226E-1,1.146299842E1
6.632194480E-1,2.801301479E-1,-1.147815323E1,9.816526771E-1,1.152345939E1
6.652191810E-1,2.849186957E-1,-1.150209618E1,9.840469360E-1,1.154762934E1
6.672189810E-1,2.753416002E-1,-1.156195259E1,9.984126091E-1,1.160824657E1
6.692187810E-1,2.777358890E-1,-1.159068394E1,9.768640995E-1,1.163509153E1
6.712185140E-1,2.849186957E-1,-1.163856983E1,9.648927450E-1,1.168197348E1
6.732182470E-1,2.825244367E-1,-1.166251278E1,9.696813226E-1,1.170616531E1
6.752179800E-1,2.921015322E-1,-1.169363785E1,9.792584181E-1,1.173820414E1
6.772177130E-1,3.064671755E-1,-1.174152374E1,9.768640995E-1,1.178607506E1
6.792174460E-1,3.016786277E-1,-1.176307201E1,9.672870040E-1,1.180663023E1
6.812171790E-1,2.921015322E-1,-1.179419804E1,9.672870040E-1,1.183740152E1
6.832169790E-1,3.064671755E-1,-1.183011150E1,9.624984860E-1,1.187315727E1
6.852167120E-1,3.016786277E-1,-1.183968925E1,9.672870040E-1,1.188296662E1
6.872164450E-1,3.088614643E-1,-1.185884285E1,9.577099085E-1,1.190146031E1
6.892161780E-1,3.136500120E-1,-1.189475727E1,9.577099085E-1,1.193737137E1
6.912159110E-1,3.088614643E-1,-1.191630554E1,9.553156495E-1,1.195852671E1
6.932156440E-1,2.968900800E-1,-1.192588329E1,9.337671995E-1,1.196606691E1
6.952153770E-1,3.040728867E-1,-1.194982529E1,9.122186899E-1,1.198844976E1
6.972151100E-1,3.136500120E-1,-1.196179676E1,9.146129489E-1,1.200081143E1
6.992149100E-1,3.184385598E-1,-1.198095131E1,9.217957854E-1,1.202057839E1
7.012146430E-1,3.040728867E-1,-1.198573971E1,9.313728809E-1,1.202571711E1
7.032143760E-1,3.040728867E-1,-1.200728798E1,9.241901040E-1,1.204664071E1
7.052141090E-1,3.256213665E-1,-1.204080772E1,9.217957854E-1,1.208042993E1
7.072138420E-1,3.136500120E-1,-1.205517387E1,8.954587579E-1,1.209245384E1
7.092135750E-1,2.992843390E-1,-1.207911682E1,8.786988258E-1,1.211473260E1
7.112133080E-1,3.088614643E-1,-1.210066509E1,8.763045669E-1,1.213628447E1
7.132130410E-1,3.232271075E-1,-1.211742496E1,8.691217303E-1,1.215285300E1
7.152128410E-1,3.256213665E-1,-1.212460804E1,8.763045669E-1,1.216059452E1
7.172125740E-1,3.232271075E-1,-1.213897324E1,8.691217303E-1,1.217433857E1
7.192123070E-1,3.184385598E-1,-1.217728138E1,8.595446348E-1,1.221173214E1
7.212120400E-1,3.256213665E-1,-1.218925285E1,8.475732803E-1,1.222302315E1
7.232117730E-1,3.256213665E-1,-1.219404125E1,8.499675393E-1,1.222796451E1
7.252115060E-1,3.112557232E-1,-1.221080112E1,8.427847624E-1,1.224380784E1
7.272112390E-1,3.040728867E-1,-1.222995567E1,8.379961848E-1,1.226240244E1
7.292109720E-1,3.088614643E-1,-1.224911022E1,8.379961848E-1,1.228162588E1
7.312107720E-1,3.064671755E-1,-1.225150394E1,8.427847624E-1,1.228428090E1
7.332105050E-1,3.136500120E-1,-1.226826382E1,8.308133483E-1,1.230036277E1
7.352102380E-1,3.112557232E-1,-1.226347542E1,8.188419938E-1,1.229472292E1
7.372099710E-1,3.016786277E-1,-1.228023529E1,8.212362528E-1,1.231136133E1
7.392097040E-1,3.088614643E-1,-1.228502369E1,8.332076073E-1,1.231711969E1
7.412094370E-1,3.112557232E-1,-1.228741837E1,8.260248303E-1,1.231908468E1
7.432091700E-1,3.088614643E-1,-1.230417824E1,8.332076073E-1,1.233622440E1
7.452089700E-1,2.968900800E-1,-1.230417824E1,8.308133483E-1,1.233576899E1
7.472087700E-1,2.992843390E-1,-1.229938984E1,8.427847624E-1,1.233186311E1
7.492085030E-1,2.921015322E-1,-1.229699516E1,8.356019258E-1,1.232881357E1
7.512082360E-1,2.921015322E-1,-1.229220676E1,8.379961848E-1,1.232420010E1
7.532079690E-1,2.849186957E-1,-1.227544689E1,8.427847624E-1,1.230764239E1
7.552077020E-1,2.873129845E-1,-1.227065849E1,8.427847624E-1,1.230292220E1
7.572074350E-1,2.944957912E-1,-1.226587009E1,8.475732803E-1,1.229864535E1
7.592071680E-1,2.777358890E-1,-1.223235035E1,8.403904438E-1,1.226432992E1
7.612069680E-1,2.849186957E-1,-1.222995567E1,8.356019258E-1,1.226177903E1
7.632067010E-1,2.873129845E-1,-1.222516727E1,8.547561169E-1,1.225837965E1
7.652064340E-1,2.801301479E-1,-1.221080112E1,8.499675393E-1,1.224355266E1
7.672061670E-1,2.801301479E-1,-1.220840740E1,8.451790214E-1,1.224083379E1
7.692059000E-1,2.873129845E-1,-1.217009926E1,8.379961848E-1,1.220229906E1
7.712056330E-1,2.777358890E-1,-1.213897324E1,8.403904438E-1,1.217119816E1
7.732053660E-1,2.825244367E-1,-1.212700176E1,8.451790214E-1,1.215970063E1
7.752050990E-1,2.753416002E-1,-1.211024189E1,8.595446348E-1,1.214382924E1
7.772048990E-1,2.777358890E-1,-1.208629894E1,8.571503758E-1,1.211983771E1
7.792046320E-1,2.753416002E-1,-1.207672215E1,8.595446348E-1,1.211040246E1
7.812043650E-1,2.849186957E-1,-1.207193375E1,8.571503758E-1,1.210567924E1
7.832040980E-1,2.849186957E-1,-1.203841400E1,8.667274714E-1,1.207293696E1
7.852038310E-1,2.849186957E-1,-1.202404785E1,8.810931444E-1,1.205965300E1
7.872035640E-1,2.801301479E-1,-1.200968266E1,8.715160489E-1,1.204452119E1
7.892032970E-1,2.849186957E-1,-1.197616291E1,8.834874034E-1,1.201208586E1
7.912030300E-1,2.801301479E-1,-1.195700836E1,8.834874034E-1,1.199287588E1
7.932028300E-1,2.777358890E-1,-1.194743156E1,8.834874034E-1,1.198327202E1
7.952025630E-1,2.825244367E-1,-1.191630554E1,8.810931444E-1,1.195217482E1
7.972022960E-1,2.561874092E-1,-1.188757420E1,8.810931444E-1,1.192293493E1
7.992020290E-1,2.537931204E-1,-1.186842060E1,8.810931444E-1,1.190378695E1
8.012017620E-1,2.609759569E-1,-1.184447765E1,8.954587579E-1,1.188114497E1
8.032014950E-1,2.681587934E-1,-1.182053471E1,8.906702399E-1,1.185707567E1
8.052012280E-1,2.633702159E-1,-1.179898643E1,9.002473354E-1,1.183621097E1
8.072009610E-1,2.513988614E-1,-1.177264881E1,9.002473354E-1,1.180969545E1
8.092007610E-1,2.466102988E-1,-1.173673534E1,9.050358534E-1,1.177416082E1
8.112004940E-1,2.537931204E-1,-1.171758080E1,9.122186899E-1,1.175577533E1
8.132002270E-1,2.585816681E-1,-1.168406105E1,9.146129489E-1,1.172265601E1
8.151999600E-1,2.633702159E-1,-1.163138676E1,9.026415944E-1,1.166933090E1
8.171996930E-1,2.681587934E-1,-1.160505009E1,9.074301720E-1,1.164356158E1
8.191994260E-1,2.418217510E-1,-1.156195259E1,9.074301720E-1,1.160002823E1
8.211991590E-1,2.418217510E-1,-1.151406765E1,9.026415944E-1,1.155192596E1
8.231989590E-1,2.394274771E-1,-1.149251938E1,9.098244309E-1,1.153096300E1
8.251987590E-1,2.370332032E-1,-1.142308521E1,9.170072675E-1,1.146228436E1
8.271984920E-1,2.346389294E-1,-1.136562252E1,9.170072675E-1,1.140496966E1
8.291982250E-1,2.418217510E-1,-1.129858303E1,9.170072675E-1,1.133831375E1
8.311979580E-1,2.346389294E-1,-1.128182316E1,9.146129489E-1,1.132126786E1
8.331976910E-1,2.274561077E-1,-1.121957207E1,9.098244309E-1,1.125869949E1
8.351974240E-1,2.418217510E-1,-1.116210938E1,9.098244309E-1,1.120173843E1
8.371971570E-1,2.418217510E-1,-1.113337803E1,9.146129489E-1,1.117349994E1
8.391969570E-1,2.346389294E-1,-1.106873226E1,9.050358534E-1,1.110814922E1
8.411966900E-1,2.274561077E-1,-1.101605797E1,8.930644989E-1,1.105453905E1
8.431964230E-1,2.370332032E-1,-1.098253822E1,8.906702399E-1,1.102114441E1
8.451961560E-1,2.466102988E-1,-1.091310501E1,9.050358534E-1,1.095334504E1
8.471958890E-1,2.394274771E-1,-1.086761379E1,9.026415944E-1,1.090766322E1
8.491956220E-1,2.394274771E-1,-1.084606457E1,9.122186899E-1,1.088699155E1
8.511953550E-1,2.442160249E-1,-1.078860188E1,9.146129489E-1,1.083005488E1
8.531950880E-1,2.513988614E-1,-1.072395706E1,9.146129489E-1,1.076582432E1
8.551948880E-1,2.490045726E-1,-1.069761944E1,9.217957854E-1,1.074014769E1
8.571946210E-1,2.537931204E-1,-1.065691757E1,9.337671995E-1,1.070075812E1
8.591943540E-1,2.561874092E-1,-1.059706020E1,9.313728809E-1,1.064099490E1
8.611940870E-1,2.442160249E-1,-1.056593513E1,9.170072675E-1,1.060846497E1
8.631938200E-1,2.466102988E-1,-1.050128937E1,9.122186899E-1,1.054372031E1
8.651935530E-1,2.490045726E-1,-1.043903828E1,8.930644989E-1,1.048012823E1
8.671932860E-1,2.370332032E-1,-1.040551853E1,9.050358534E-1,1.044749207E1
8.691930190E-1,2.298503816E-1,-1.035044956E1,9.050358534E-1,1.039248417E1
8.711928190E-1,2.418217510E-1,-1.029298782E1,8.978530765E-1,1.033490282E1
8.731925520E-1,2.490045726E-1,-1.022594738E1,8.739103079E-1,1.026624188E1
8.751922850E-1,2.537931204E-1,-1.018285084E1,8.691217303E-1,1.022302473E1
8.771920180E-1,2.513988614E-1,-1.011581135E1,8.858816624E-1,1.015763885E1
8.791917510E-1,2.394274771E-1,-1.006553173E1,8.763045669E-1,1.010644172E1
8.811914840E-1,2.418217510E-1,-1.003201103E1,8.739103079E-1,1.007290635E1
8.831912170E-1,2.466102988E-1,-9.962577820E0,8.810931444E-1,1.000450391E1
8.851909500E-1,2.513988614E-1,-9.895537376E0,8.643332124E-1,9.936394379E0
8.871907500E-1,2.537931204E-1,-9.862017632E0,8.619389534E-1,9.902865316E0
8.891904830E-1,2.609759569E-1,-9.792584419E0,8.571503758E-1,9.833489962E0
8.911902160E-1,2.681587934E-1,-9.708784103E0,8.547561169E-1,9.750025945E0
8.931899490E-1,2.561874092E-1,-9.677659035E0,8.499675393E-1,9.718290035E0
8.951896820E-1,2.490045726E-1,-9.613013268E0,8.356019258E-1,9.652474187E0
8.971894150E-1,2.442160249E-1,-9.541185379E0,8.284190893E-1,9.580195097E0
8.991891480E-1,2.513988614E-1,-9.502876282E0,8.188419938E-1,9.541402477E0
9.011889480E-1,2.609759569E-1,-9.423865318E0,8.236305118E-1,9.463388041E0
9.031887480E-1,2.490045726E-1,-9.356825829E0,8.140534163E-1,9.395471027E0
9.051884810E-1,2.513988614E-1,-9.325700760E0,8.116591573E-1,9.364330549E0
9.071882140E-1,2.490045726E-1,-9.253871918E0,7.948992252E-1,9.291286968E0
9.091879470E-1,2.490045726E-1,-9.194015503E0,7.877163887E-1,9.231057440E0
9.111876800E-1,2.442160249E-1,-9.155706406E0,7.901107073E-1,9.192979723E0
9.131874130E-1,2.418217510E-1,-9.126976013E0,7.805336118E-1,9.163481960E0
9.151871460E-1,2.202732861E-1,-9.057541847E0,7.541965842E-1,9.091556364E0
9.171869460E-1,2.202732861E-1,-9.000079155E0,7.398309112E-1,9.033122101E0
9.191867460E-1,2.226675600E-1,-8.971347809E0,7.374366522E-1,9.004358676E0
9.211864790E-1,2.370332032E-1,-8.911490440E0,7.326480746E-1,8.944697860E0
9.231862120E-1,2.346389294E-1,-8.854028702E0,7.206767201E-1,8.886408420E0
9.251859450E-1,2.346389294E-1,-8.830085754E0,7.087053657E-1,8.861587507E0
9.271856780E-1,2.418217510E-1,-8.772623062E0,6.967339516E-1,8.803569239E0
9.291854110E-1,2.202732861E-1,-8.715160370E0,7.087053657E-1,8.746702458E0
9.311851440E-1,2.154847383E-1,-8.686429024E0,6.967339516E-1,8.716990367E0
9.331849440E-1,2.226675600E-1,-8.616994858E0,6.751855016E-1,8.646274150E0
9.351846770E-1,2.298503816E-1,-8.566715240E0,6.680026650E-1,8.595793667E0
9.371844100E-1,2.226675600E-1,-8.549955368E0,6.632141471E-1,8.578529632E0
9.391841430E-1,2.202732861E-1,-8.494887352E0,6.536370516E-1,8.522844175E0
9.411838760E-1,2.346389294E-1,-8.437424660E0,6.512427330E-1,8.465772700E0
9.431836090E-1,2.370332032E-1,-8.413481712E0,6.416656375E-1,8.441243632E0
9.451833420E-1,2.298503816E-1,-8.363202095E0,6.273000240E-1,8.389844206E0
9.471830750E-1,2.346389294E-1,-8.303344727E0,6.201171875E-1,8.329773971E0
9.491828750E-1,2.418217510E-1,-8.248276711E0,6.105400920E-1,8.274376451E0
9.511826410E-1,2.346389294E-1,-8.214756966E0,6.033572555E-1,8.240226175E0
9.531824070E-1,2.250618339E-1,-8.142929077E0,5.913859010E-1,8.167477216E0
9.551821730E-1,2.298503816E-1,-8.097437859E0,6.009629965E-1,8.122960519E0
9.571819390E-1,2.274561077E-1,-8.075888634E0,6.033572555E-1,8.101589565E0
9.591817050E-1,2.513988614E-1,-8.018425941E0,5.889915824E-1,8.043958419E0
9.611814710E-1,2.513988614E-1,-7.956175327E0,5.770202279E-1,7.981032488E0
9.631812370E-1,2.490045726E-1,-7.927443981E0,5.794144869E-1,7.952489704E0
9.651810700E-1,2.394274771E-1,-7.877163887E0,5.698373914E-1,7.901376530E0
9.671808360E-1,2.298503816E-1,-7.810124397E0,5.530774593E-1,7.833056171E0
9.691806020E-1,2.322446555E-1,-7.776604652E0,5.554717779E-1,7.799876050E0
9.711803680E-1,2.394274771E-1,-7.745479107E0,5.602602959E-1,7.769405622E0
9.731801340E-1,2.274561077E-1,-7.695199013E0,5.482889414E-1,7.718059658E0
9.751799000E-1,2.298503816E-1,-7.690410614E0,5.411061049E-1,7.712849177E0
9.771796660E-1,2.322446555E-1,-7.678439140E0,5.339232683E-1,7.700483054E0
9.791794320E-1,2.322446555E-1,-7.620976925E0,5.291347504E-1,7.642853554E0
9.811792650E-1,2.059076279E-1,-7.577879906E0,5.195576549E-1,7.598460500E0
9.831790310E-1,2.035133541E-1,-7.558725357E0,5.315290093E-1,7.580123336E0
9.851787970E-1,2.035133541E-1,-7.515628815E0,5.339232683E-1,7.537318371E0
9.871785630E-1,2.250618339E-1,-7.498868465E0,5.363175869E-1,7.521390672E0
9.891783290E-1,2.202732861E-1,-7.474925995E0,5.291347504E-1,7.496867515E0
9.911780950E-1,2.154847383E-1,-7.460560322E0,5.291347504E-1,7.482404531E0
9.931778610E-1,2.178790122E-1,-7.431828976E0,5.315290093E-1,7.453997335E0
9.951776940E-1,2.178790122E-1,-7.419857502E0,5.243461728E-1,7.441551957E0
9.971775270E-1,2.083019018E-1,-7.403097630E0,5.123748183E-1,7.423730339E0
9.991772930E-1,1.987248063E-1,-7.374366283E0,5.195576549E-1,7.395316747E0
1.001177059E0,2.106961906E-1,-7.355212212E0,5.171633363E-1,7.376381056E0
1.003176825E0,2.106961906E-1,-7.336058140E0,5.099805593E-1,7.356780688E0
1.005176591E0,2.106961906E-1,-7.319298267E0,5.195576549E-1,7.340739756E0
1.007176357E0,2.178790122E-1,-7.314509392E0,5.195576549E-1,7.336174689E0
1.009176123E0,2.011190802E-1,-7.297749519E0,5.171633363E-1,7.318815126E0
1.011175923E0,2.035133541E-1,-7.259441376E0,5.243461728E-1,7.281198094E0
1.013175656E0,2.083019018E-1,-7.245075703E0,5.291347504E-1,7.267358200E0
1.015175389E0,2.035133541E-1,-7.218738556E0,5.195576549E-1,7.240272383E0
1.017175122E0,2.059076279E-1,-7.204372883E0,5.219519138E-1,7.226189894E0
1.019174855E0,2.083019018E-1,-7.197190285E0,5.219519138E-1,7.219097691E0
1.021174588E0,2.083019018E-1,-7.192401409E0,5.219519138E-1,7.214323358E0
1.023174321E0,1.987248063E-1,-7.168458939E0,5.315290093E-1,7.190884382E0
1.025174054E0,1.987248063E-1,-7.170853138E0,5.291347504E-1,7.193094595E0
1.027173854E0,1.915419847E-1,-7.154093266E0,5.387118459E-1,7.176903875E0
1.029173587E0,1.699935049E-1,-7.154093266E0,5.123748183E-1,7.174432117E0
1.031173320E0,1.723877788E-1,-7.127756119E0,5.147690773E-1,7.148399264E0
1.033173053E0,1.723877788E-1,-7.130150318E0,5.291347504E-1,7.151835057E0
1.035172786E0,1.652049571E-1,-7.120573044E0,5.147690773E-1,7.141067172E0
1.037172519E0,1.771763414E-1,-7.110996246E0,5.195576549E-1,7.132152496E0
1.039172252E0,1.795706153E-1,-7.108602047E0,5.267404318E-1,7.130352316E0
1.041171985E0,1.771763414E-1,-7.103813171E0,5.387118459E-1,7.126413087E0
1.043171785E0,1.891477108E-1,-7.110996246E0,5.435003638E-1,7.134243977E0
1.045171518E0,1.987248063E-1,-7.122967720E0,5.411061049E-1,7.146254719E0
1.047171251E0,1.747820675E-1,-7.139727592E0,5.506832004E-1,7.163065744E0
1.049170984E0,1.747820675E-1,-7.144515991E0,5.674431324E-1,7.169145641E0
1.051170717E0,1.723877788E-1,-7.151699066E0,5.674431324E-1,7.176246149E0
1.053170450E0,1.747820675E-1,-7.185218811E0,5.770202279E-1,7.210469505E0
1.055170183E0,1.508393139E-1,-7.223526955E0,5.794144869E-1,7.248297408E0
1.057169916E0,1.484450400E-1,-7.245075703E0,5.818088055E-1,7.269914673E0
1.059169716E0,1.580221355E-1,-7.247469902E0,5.794144869E-1,7.272311333E0
1.061169449E0,1.580221355E-1,-7.247469902E0,6.033572555E-1,7.274258103E0
1.063169182E0,1.628106833E-1,-7.261835575E0,5.961744189E-1,7.288085289E0
1.065168915E0,1.532335877E-1,-7.273807049E0,5.937801600E-1,7.299611250E0
1.067168648E0,1.819648892E-1,-7.276201248E0,5.913859010E-1,7.302462126E0
1.069168381E0,1.987248063E-1,-7.273807049E0,5.961744189E-1,7.300902990E0
1.071168114E0,2.035133541E-1,-7.273807049E0,5.961744189E-1,7.301034900E0
1.073167914E0,2.154847383E-1,-7.292961121E0,5.937801600E-1,7.320265737E0
1.075167714E0,2.274561077E-1,-7.300143719E0,6.033572555E-1,7.328565656E0
1.077167447E0,2.298503816E-1,-7.309720993E0,5.889915824E-1,7.337013240E0
1.079167180E0,2.035133541E-1,-7.338452339E0,6.201171875E-1,7.367417848E0
1.081166913E0,1.915419847E-1,-7.376760483E0,6.177229285E-1,7.405056730E0
1.083166646E0,1.915419847E-1,-7.395915031E0,6.153286099E-1,7.423939438E0
1.085166379E0,1.939362586E-1,-7.431828976E0,6.320885420E-1,7.461181483E0
1.087166112E0,1.963305324E-1,-7.460560322E0,6.440598965E-1,7.490882401E0
1.089165912E0,1.987248063E-1,-7.477320194E0,6.608198285E-1,7.509093932E0
1.091165645E0,2.059076279E-1,-7.508445740E0,6.584255695E-1,7.540071592E0
1.093165378E0,2.154847383E-1,-7.534782887E0,6.560313106E-1,7.566357373E0
1.095165111E0,2.154847383E-1,-7.556331158E0,6.656084061E-1,7.588649998E0
1.097164844E0,1.987248063E-1,-7.585062504E0,6.895511150E-1,7.618933356E0
1.099164577E0,1.891477108E-1,-7.601822376E0,6.703969240E-1,7.633669650E0
1.101164310E0,1.939362586E-1,-7.616188049E0,6.823683381E-1,7.649154086E0
1.103164043E0,2.059076279E-1,-7.644919395E0,6.895511150E-1,7.678715469E0
1.105163843E0,2.178790122E-1,-7.673650742E0,6.895511150E-1,7.707649947E0
1.107163576E0,2.250618339E-1,-7.688016415E0,7.063110471E-1,7.723672994E0
1.109163309E0,2.298503816E-1,-7.728719234E0,7.182824612E-1,7.765427348E0
1.111163042E0,2.418217510E-1,-7.771816254E0,7.087053657E-1,7.807808203E0
1.113162775E0,2.394274771E-1,-7.814912796E0,7.015225291E-1,7.849988623E0
1.115162508E0,2.322446555E-1,-7.831672668E0,7.039167881E-1,7.866672309E0
1.117162241E0,2.370332032E-1,-7.879558563E0,7.015225291E-1,7.914275820E0
1.119161974E0,2.298503816E-1,-7.937020779E0,7.182824612E-1,7.972769891E0
1.121161774E0,2.274561077E-1,-7.963357925E0,7.230709791E-1,7.999352309E0
1.123161507E0,2.226675600E-1,-7.994483471E0,7.326480746E-1,8.031072158E0
1.125161240E0,2.154847383E-1,-8.061523438E0,7.326480746E-1,8.097614896E0
1.127160973E0,2.154847383E-1,-8.085466385E0,7.374366522E-1,8.121884827E0
1.129160706E0,2.130904645E-1,-8.157294273E0,7.613793612E-1,8.195520480E0
1.131160439E0,2.011190802E-1,-8.212362289E0,7.781392932E-1,8.251596453E0
1.133160172E0,2.083019018E-1,-8.241093636E0,7.757450342E-1,8.280144585E0
1.135159905E0,2.274561077E-1,-8.300951004E0,7.541965842E-1,8.338245399E0
1.137159705E0,2.346389294E-1,-8.341653824E0,7.470137477E-1,8.378321639E0
1.139159438E0,2.298503816E-1,-8.348835945E0,7.541965842E-1,8.385982669E0
1.141159171E0,2.466102988E-1,-8.391933441E0,7.565908432E-1,8.429578473E0
1.143158904E0,2.490045726E-1,-8.447001457E0,7.350423932E-1,8.482577687E0
1.145158637E0,2.490045726E-1,-8.470944405E0,7.709565163E-1,8.509599070E0
1.147158370E0,2.466102988E-1,-8.526012421E0,7.901107073E-1,8.566094756E0
1.149158103E0,2.490045726E-1,-8.583475113E0,7.470137477E-1,8.619517262E0
1.151157903E0,2.442160249E-1,-8.640937805E0,7.972934842E-1,8.681078534E0
1.153157703E0,2.442160249E-1,-8.676852226E0,8.188419938E-1,8.718824934E0
1.155157436E0,2.513988614E-1,-8.748680115E0,7.685621977E-1,8.785971374E0
1.157157169E0,2.490045726E-1,-8.779806137E0,8.044763207E-1,8.820100976E0
1.159156902E0,2.513988614E-1,-8.815719604E0,8.260248303E-1,8.857902153E0
1.161156635E0,2.609759569E-1,-8.913885117E0,8.020820618E-1,8.953702695E0
1.163156368E0,2.585816681E-1,-8.942616463E0,8.020820618E-1,8.982237434E0
1.165156101E0,2.490045726E-1,-8.964164734E0,8.140534163E-1,9.004495301E0
1.167155901E0,2.466102988E-1,-9.038387299E0,7.996878028E-1,9.077045895E0
1.169155701E0,2.561874092E-1,-9.067118645E0,7.901107073E-1,9.105083604E0
1.171155434E0,2.609759569E-1,-9.079090118E0,8.116591573E-1,9.119033744E0
1.173155167E0,2.705530524E-1,-9.150918007E0,8.020820618E-1,9.189985580E0
1.175154900E0,2.729473412E-1,-9.210775375E0,7.661679387E-1,9.246615412E0
1.177154633E0,2.705530524E-1,-9.227535248E0,7.901107073E-1,9.265251245E0
1.179154366E0,2.705530524E-1,-9.294574738E0,7.853221297E-1,9.331615581E0
1.181154099E0,2.777358890E-1,-9.364008904E0,7.518022656E-1,9.398244869E0
1.183153899E0,2.801301479E-1,-9.383162498E0,7.805336118E-1,9.419736944E0
1.185153632E0,2.801301479E-1,-9.435836792E0,7.829278708E-1,9.472405445E0
1.187153365E0,3.040728867E-1,-9.500482559E0,7.422251701E-1,9.534281692E0
1.189153098E0,2.777358890E-1,-9.579493523E0,7.853221297E-1,9.615641644E0
1.191152831E0,2.753416002E-1,-9.627379417E0,8.044763207E-1,9.664855384E0
1.193152564E0,2.753416002E-1,-9.713572502E0,7.637736797E-1,9.747443459E0
1.195152297E0,2.681587934E-1,-9.773429871E0,8.020820618E-1,9.809952916E0
1.197152030E0,2.633702159E-1,-9.806949615E0,8.284190893E-1,9.845400084E0
1.199151830E0,2.825244367E-1,-9.885960579E0,7.853221297E-1,9.921127329E0
1.201151563E0,2.681587934E-1,-9.957788467E0,7.853221297E-1,9.992306598E0
1.203151296E0,2.705530524E-1,-9.988914490E0,8.020820618E-1,1.002471682E1
1.205151029E0,2.777358890E-1,-1.007032013E1,7.901107073E-1,1.010508583E1
1.207150762E0,2.849186957E-1,-1.011102295E1,7.661679387E-1,1.014401188E1
1.209150495E0,2.825244367E-1,-1.013017654E1,7.948992252E-1,1.016524282E1
1.211150228E0,2.825244367E-1,-1.020439911E1,7.709565163E-1,1.023738029E1
1.213149961E0,2.921015322E-1,-1.026425648E1,7.661679387E-1,1.029695575E1
1.215149761E0,2.897072434E-1,-1.026904488E1,7.948992252E-1,1.030383801E1
1.217149527E0,2.897072434E-1,-1.032890129E1,7.757450342E-1,1.036204191E1
1.219149293E0,2.873129845E-1,-1.040073013E1,7.541965842E-1,1.043199638E1
1.221149059E0,2.753416002E-1,-1.043185520E1,7.733507752E-1,1.046410471E1
1.223148825E0,2.657645047E-1,-1.048213482E1,7.829278708E-1,1.051469244E1
1.225148591E0,2.921015322E-1,-1.054438591E1,7.565908432E-1,1.057552964E1
1.227148357E0,2.873129845E-1,-1.056354046E1,8.020820618E-1,1.059784277E1
1.229148123E0,2.921015322E-1,-1.062100315E1,8.068706393E-1,1.065561221E1
1.231147956E0,2.873129845E-1,-1.069522572E1,7.589851022E-1,1.072597130E1
1.233147822E0,2.801301479E-1,-1.075747681E1,8.188419938E-1,1.079223250E1
1.235147688E0,2.801301479E-1,-1.077423668E1,8.308133483E-1,1.080985198E1
